Scan Name,Updated,Type,Module,Source,F/P,Data
FootPrint _h4cker.org,2025-09-20 21:00:34,TARGET_WEB_CONTENT,sfp_spider,http://malicious.h4cker.org/assets/tether/tether.min.js,0,"!function(t,e){""function""==typeof define&&define.amd?define(e):""object""==typeof exports?module.exports=e(require,exports,module):t.Tether=e()}(this,function(t,e,o){""use strict"";function i(t,e){if(!(t instanceof e))throw new TypeError(""Cannot call a class as a function"")}function n(t){var e=getComputedStyle(t),o=e.position;if(""fixed""===o)return t;for(var i=t;i=i.parentNode;){var n=void 0;try{n=getComputedStyle(i)}catch(r){}if(""undefined""==typeof n||null===n)return i;var s=n,a=s.overflow,f=s.overflowX,h=s.overflowY;if(/(auto|scroll)/.test(a+h+f)&&(""absolute""!==o||[""relative"",""absolute"",""fixed""].indexOf(n.position)>=0))return i}return document.body}function r(t){var e=void 0;t===document?(e=document,t=document.documentElement):e=t.ownerDocument;var o=e.documentElement,i={},n=t.getBoundingClientRect();for(var r in n)i[r]=n[r];var s=x(e);return i.top-=s.top,i.left-=s.left,""undefined""==typeof i.width&&(i.width=document.body.scrollWidth-i.left-i.right),""undefined""==typeof i.height&&(i.height=document.body.scrollHeig"
FootPrint _h4cker.org,2025-09-20 21:05:02,TARGET_WEB_CONTENT,sfp_spider,https://bootcamp.h4cker.org/assets/tether/tether.min.js,0,"!function(t,e){""function""==typeof define&&define.amd?define(e):""object""==typeof exports?module.exports=e(require,exports,module):t.Tether=e()}(this,function(t,e,o){""use strict"";function i(t,e){if(!(t instanceof e))throw new TypeError(""Cannot call a class as a function"")}function n(t){var e=getComputedStyle(t),o=e.position;if(""fixed""===o)return t;for(var i=t;i=i.parentNode;){var n=void 0;try{n=getComputedStyle(i)}catch(r){}if(""undefined""==typeof n||null===n)return i;var s=n,a=s.overflow,f=s.overflowX,h=s.overflowY;if(/(auto|scroll)/.test(a+h+f)&&(""absolute""!==o||[""relative"",""absolute"",""fixed""].indexOf(n.position)>=0))return i}return document.body}function r(t){var e=void 0;t===document?(e=document,t=document.documentElement):e=t.ownerDocument;var o=e.documentElement,i={},n=t.getBoundingClientRect();for(var r in n)i[r]=n[r];var s=x(e);return i.top-=s.top,i.left-=s.left,""undefined""==typeof i.width&&(i.width=document.body.scrollWidth-i.left-i.right),""undefined""==typeof i.height&&(i.height=document.body.scrollHeig"
FootPrint _h4cker.org,2025-09-20 21:03:10,TARGET_WEB_CONTENT,sfp_spider,http://web.h4cker.org/assets/tether/tether.min.js,0,"!function(t,e){""function""==typeof define&&define.amd?define(e):""object""==typeof exports?module.exports=e(require,exports,module):t.Tether=e()}(this,function(t,e,o){""use strict"";function i(t,e){if(!(t instanceof e))throw new TypeError(""Cannot call a class as a function"")}function n(t){var e=getComputedStyle(t),o=e.position;if(""fixed""===o)return t;for(var i=t;i=i.parentNode;){var n=void 0;try{n=getComputedStyle(i)}catch(r){}if(""undefined""==typeof n||null===n)return i;var s=n,a=s.overflow,f=s.overflowX,h=s.overflowY;if(/(auto|scroll)/.test(a+h+f)&&(""absolute""!==o||[""relative"",""absolute"",""fixed""].indexOf(n.position)>=0))return i}return document.body}function r(t){var e=void 0;t===document?(e=document,t=document.documentElement):e=t.ownerDocument;var o=e.documentElement,i={},n=t.getBoundingClientRect();for(var r in n)i[r]=n[r];var s=x(e);return i.top-=s.top,i.left-=s.left,""undefined""==typeof i.width&&(i.width=document.body.scrollWidth-i.left-i.right),""undefined""==typeof i.height&&(i.height=document.body.scrollHeig"
FootPrint _h4cker.org,2025-09-20 21:06:31,TARGET_WEB_CONTENT,sfp_spider,http://backdoor.h4cker.org/assets/tether/tether.min.js,0,"!function(t,e){""function""==typeof define&&define.amd?define(e):""object""==typeof exports?module.exports=e(require,exports,module):t.Tether=e()}(this,function(t,e,o){""use strict"";function i(t,e){if(!(t instanceof e))throw new TypeError(""Cannot call a class as a function"")}function n(t){var e=getComputedStyle(t),o=e.position;if(""fixed""===o)return t;for(var i=t;i=i.parentNode;){var n=void 0;try{n=getComputedStyle(i)}catch(r){}if(""undefined""==typeof n||null===n)return i;var s=n,a=s.overflow,f=s.overflowX,h=s.overflowY;if(/(auto|scroll)/.test(a+h+f)&&(""absolute""!==o||[""relative"",""absolute"",""fixed""].indexOf(n.position)>=0))return i}return document.body}function r(t){var e=void 0;t===document?(e=document,t=document.documentElement):e=t.ownerDocument;var o=e.documentElement,i={},n=t.getBoundingClientRect();for(var r in n)i[r]=n[r];var s=x(e);return i.top-=s.top,i.left-=s.left,""undefined""==typeof i.width&&(i.width=document.body.scrollWidth-i.left-i.right),""undefined""==typeof i.height&&(i.height=document.body.scrollHeig"
FootPrint _h4cker.org,2025-09-20 20:36:46,TARGET_WEB_CONTENT,sfp_spider,https://lab.h4cker.org/assets/tether/tether.min.js,0,"!function(t,e){""function""==typeof define&&define.amd?define(e):""object""==typeof exports?module.exports=e(require,exports,module):t.Tether=e()}(this,function(t,e,o){""use strict"";function i(t,e){if(!(t instanceof e))throw new TypeError(""Cannot call a class as a function"")}function n(t){var e=getComputedStyle(t),o=e.position;if(""fixed""===o)return t;for(var i=t;i=i.parentNode;){var n=void 0;try{n=getComputedStyle(i)}catch(r){}if(""undefined""==typeof n||null===n)return i;var s=n,a=s.overflow,f=s.overflowX,h=s.overflowY;if(/(auto|scroll)/.test(a+h+f)&&(""absolute""!==o||[""relative"",""absolute"",""fixed""].indexOf(n.position)>=0))return i}return document.body}function r(t){var e=void 0;t===document?(e=document,t=document.documentElement):e=t.ownerDocument;var o=e.documentElement,i={},n=t.getBoundingClientRect();for(var r in n)i[r]=n[r];var s=x(e);return i.top-=s.top,i.left-=s.left,""undefined""==typeof i.width&&(i.width=document.body.scrollWidth-i.left-i.right),""undefined""==typeof i.height&&(i.height=document.body.scrollHeig"
FootPrint _h4cker.org,2025-09-20 20:59:00,TARGET_WEB_CONTENT,sfp_spider,https://site.h4cker.org/assets/javascripts/bundle.83f73b43.min.js,0,"""use strict"";(()=>{var Wi=Object.create;var gr=Object.defineProperty;var Di=Object.getOwnPropertyDescriptor;var Vi=Object.getOwnPropertyNames,Vt=Object.getOwnPropertySymbols,Ni=Object.getPrototypeOf,yr=Object.prototype.hasOwnProperty,ao=Object.prototype.propertyIsEnumerable;var io=(e,t,r)=>t in e?gr(e,t,{enumerable:!0,configurable:!0,writable:!0,value:r}):e[t]=r,$=(e,t)=>{for(var r in t||(t={}))yr.call(t,r)&&io(e,r,t[r]);if(Vt)for(var r of Vt(t))ao.call(t,r)&&io(e,r,t[r]);return e};var so=(e,t)=>{var r={};for(var o in e)yr.call(e,o)&&t.indexOf(o)<0&&(r[o]=e[o]);if(e!=null&&Vt)for(var o of Vt(e))t.indexOf(o)<0&&ao.call(e,o)&&(r[o]=e[o]);return r};var xr=(e,t)=>()=>(t||e((t={exports:{}}).exports,t),t.exports);var zi=(e,t,r,o)=>{if(t&&typeof t==""object""||typeof t==""function"")for(let n of Vi(t))!yr.call(e,n)&&n!==r&&gr(e,n,{get:()=>t[n],enumerable:!(o=Di(t,n))||o.enumerable});return e};var Mt=(e,t,r)=>(r=e!=null?Wi(Ni(e)):{},zi(t||!e||!e.__esModule?gr(r,""default"",{value:e,enumerable:!0}):r,e));var co=(e,t,r)=>new"
FootPrint _h4cker.org,2025-09-20 21:00:38,TARGET_WEB_CONTENT,sfp_spider,http://malicious.h4cker.org/assets/theme/js/script.js,0,"(function($) {

    var isBuilder = $('html').hasClass('is-builder');

    $.extend($.easing, {
        easeInOutCubic: function(x, t, b, c, d) {
            if ((t /= d / 2) < 1) return c / 2 * t * t * t + b;
            return c / 2 * ((t -= 2) * t * t + 2) + b;
        }
    });

    $.fn.outerFind = function(selector) {
        return this.find(selector).addBack(selector);
    };

    $.fn.footerReveal = function() {
        var $this = $(this);
        var $prev = $this.prev();
        var $win = $(window);
        var isIE = !!document.documentMode;

        function initReveal() {
            if (!isIE && $this.outerHeight() <= $win.outerHeight()) {
                $this.css({
                    'z-index': -999,
                    position: 'fixed',
                    bottom: 0
                });

                $this.css({
                    'width': $prev.outerWidth()
                });

                $prev.css({
                    'margin-bottom': $this.outerHeight()
                });
  "
FootPrint _h4cker.org,2025-09-20 21:08:29,TARGET_WEB_CONTENT,sfp_spider,http://mail.h4cker.org/assets/theme/js/script.js,0,"(function($) {

    var isBuilder = $('html').hasClass('is-builder');

    $.extend($.easing, {
        easeInOutCubic: function(x, t, b, c, d) {
            if ((t /= d / 2) < 1) return c / 2 * t * t * t + b;
            return c / 2 * ((t -= 2) * t * t + 2) + b;
        }
    });

    $.fn.outerFind = function(selector) {
        return this.find(selector).addBack(selector);
    };

    $.fn.footerReveal = function() {
        var $this = $(this);
        var $prev = $this.prev();
        var $win = $(window);
        var isIE = !!document.documentMode;

        function initReveal() {
            if (!isIE && $this.outerHeight() <= $win.outerHeight()) {
                $this.css({
                    'z-index': -999,
                    position: 'fixed',
                    bottom: 0
                });

                $this.css({
                    'width': $prev.outerWidth()
                });

                $prev.css({
                    'margin-bottom': $this.outerHeight()
                });
  "
FootPrint _h4cker.org,2025-09-20 20:36:59,TARGET_WEB_CONTENT,sfp_spider,https://lab.h4cker.org/assets/theme/js/script.js,0,"(function($) {

    var isBuilder = $('html').hasClass('is-builder');

    $.extend($.easing, {
        easeInOutCubic: function(x, t, b, c, d) {
            if ((t /= d / 2) < 1) return c / 2 * t * t * t + b;
            return c / 2 * ((t -= 2) * t * t + 2) + b;
        }
    });

    $.fn.outerFind = function(selector) {
        return this.find(selector).addBack(selector);
    };

    $.fn.footerReveal = function() {
        var $this = $(this);
        var $prev = $this.prev();
        var $win = $(window);
        var isIE = !!document.documentMode;

        function initReveal() {
            if (!isIE && $this.outerHeight() <= $win.outerHeight()) {
                $this.css({
                    'z-index': -999,
                    position: 'fixed',
                    bottom: 0
                });

                $this.css({
                    'width': $prev.outerWidth()
                });

                $prev.css({
                    'margin-bottom': $this.outerHeight()
                });
  "
FootPrint _h4cker.org,2025-09-20 21:06:35,TARGET_WEB_CONTENT,sfp_spider,http://backdoor.h4cker.org/assets/theme/js/script.js,0,"(function($) {

    var isBuilder = $('html').hasClass('is-builder');

    $.extend($.easing, {
        easeInOutCubic: function(x, t, b, c, d) {
            if ((t /= d / 2) < 1) return c / 2 * t * t * t + b;
            return c / 2 * ((t -= 2) * t * t + 2) + b;
        }
    });

    $.fn.outerFind = function(selector) {
        return this.find(selector).addBack(selector);
    };

    $.fn.footerReveal = function() {
        var $this = $(this);
        var $prev = $this.prev();
        var $win = $(window);
        var isIE = !!document.documentMode;

        function initReveal() {
            if (!isIE && $this.outerHeight() <= $win.outerHeight()) {
                $this.css({
                    'z-index': -999,
                    position: 'fixed',
                    bottom: 0
                });

                $this.css({
                    'width': $prev.outerWidth()
                });

                $prev.css({
                    'margin-bottom': $this.outerHeight()
                });
  "
FootPrint _h4cker.org,2025-09-20 21:03:14,TARGET_WEB_CONTENT,sfp_spider,http://web.h4cker.org/assets/theme/js/script.js,0,"(function($) {

    var isBuilder = $('html').hasClass('is-builder');

    $.extend($.easing, {
        easeInOutCubic: function(x, t, b, c, d) {
            if ((t /= d / 2) < 1) return c / 2 * t * t * t + b;
            return c / 2 * ((t -= 2) * t * t + 2) + b;
        }
    });

    $.fn.outerFind = function(selector) {
        return this.find(selector).addBack(selector);
    };

    $.fn.footerReveal = function() {
        var $this = $(this);
        var $prev = $this.prev();
        var $win = $(window);
        var isIE = !!document.documentMode;

        function initReveal() {
            if (!isIE && $this.outerHeight() <= $win.outerHeight()) {
                $this.css({
                    'z-index': -999,
                    position: 'fixed',
                    bottom: 0
                });

                $this.css({
                    'width': $prev.outerWidth()
                });

                $prev.css({
                    'margin-bottom': $this.outerHeight()
                });
  "
FootPrint _h4cker.org,2025-09-20 21:05:04,TARGET_WEB_CONTENT,sfp_spider,https://bootcamp.h4cker.org/assets/theme/js/script.js,0,"(function($) {
        var isBuilder = $('html').hasClass('is-builder');

        $.extend($.easing, {
            easeInOutCubic: function(x, t, b, c, d) {
                if ((t /= d / 2) < 1) return c / 2 * t * t * t + b;
                return c / 2 * ((t -= 2) * t * t + 2) + b;
            }
        });

        $.fn.outerFind = function(selector) {
            return this.find(selector).addBack(selector);
        };

        $.fn.scrollEnd = function(callback, timeout) {
            $(this).scroll(function(){
                var $this = $(this);
                if ($this.data('scrollTimeout')) {
                    clearTimeout($this.data('scrollTimeout'));
                }
                $this.data('scrollTimeout', setTimeout(callback,timeout));
            });
        };

        $.fn.footerReveal = function() {
            var $this = $(this);
            var $prev = $this.prev();
            var $win = $(window);
            var isIE = !!document.documentMode;

            function initReveal() {
"
FootPrint _h4cker.org,2025-09-20 20:36:56,TARGET_WEB_CONTENT,sfp_spider,https://lab.h4cker.org/assets/dropdown/js/nav-dropdown.js,0,"(function($){

    var NAME = 'navDropdown';
    var DATA_KEY = 'bs.nav-dropdown';
    var EVENT_KEY = '.' + DATA_KEY;
    var DATA_API_KEY = '.data-api';
    var JQUERY_NO_CONFLICT = $.fn[NAME];

    var Event = {
        HIDE: 'hide' + EVENT_KEY,
        HIDDEN: 'hidden' + EVENT_KEY,
        SHOW: 'show' + EVENT_KEY,
        SHOWN: 'shown' + EVENT_KEY,
        CLICK: 'click' + EVENT_KEY,
        READY: 'ready' + EVENT_KEY,
        COLLAPSE: 'collapse' + EVENT_KEY,
        LOAD_DATA_API: 'ready' + EVENT_KEY + DATA_API_KEY,
        CLICK_DATA_API: 'click' + EVENT_KEY + DATA_API_KEY,
        RESIZE_DATA_API: 'resize' + EVENT_KEY + DATA_API_KEY,
        KEYDOWN_DATA_API: 'keydown' + EVENT_KEY + DATA_API_KEY,
        NAVBAR_COLLAPSE: 'collapse.bs.navbar-dropdown'
    };

    var Hotkeys = {
        ESC: 27,
        LEFT: 37,
        UP: 38,
        RIGHT: 39,
        DOWN: 40
    };

    var Breakpoints = {
        XS: 544,
        SM: 768,
        MD: 992,
        LG: 1200,
        XL: Infinity
    };

    var "
FootPrint _h4cker.org,2025-09-20 21:04:49,TARGET_WEB_CONTENT,sfp_spider,https://bootcamp.h4cker.org/assets/dropdown/js/nav-dropdown.js,0,"(function($){

    var NAME = 'navDropdown';
    var DATA_KEY = 'bs.nav-dropdown';
    var EVENT_KEY = '.' + DATA_KEY;
    var DATA_API_KEY = '.data-api';
    var JQUERY_NO_CONFLICT = $.fn[NAME];

    var Event = {
        HIDE: 'hide' + EVENT_KEY,
        HIDDEN: 'hidden' + EVENT_KEY,
        SHOW: 'show' + EVENT_KEY,
        SHOWN: 'shown' + EVENT_KEY,
        CLICK: 'click' + EVENT_KEY,
        READY: 'ready' + EVENT_KEY,
        COLLAPSE: 'collapse' + EVENT_KEY,
        LOAD_DATA_API: 'ready' + EVENT_KEY + DATA_API_KEY,
        CLICK_DATA_API: 'click' + EVENT_KEY + DATA_API_KEY,
        RESIZE_DATA_API: 'resize' + EVENT_KEY + DATA_API_KEY,
        KEYDOWN_DATA_API: 'keydown' + EVENT_KEY + DATA_API_KEY,
        NAVBAR_COLLAPSE: 'collapse.bs.navbar-dropdown'
    };

    var Hotkeys = {
        ESC: 27,
        LEFT: 37,
        UP: 38,
        RIGHT: 39,
        DOWN: 40
    };

    var Breakpoints = {
        XS: 544,
        SM: 768,
        MD: 992,
        LG: 1200,
        XL: Infinity
    };

    var "
